Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
fde04,19.75,regular,0.018008071,frozen foods,180.46599999999998,out013,1987,high,tier 3,supermarket type1,3415.554
ncx06,17.6,low fat,0.015775777,household,179.1976,out017,2007,medium,tier 2,supermarket type1,3803.0496
fdx49,4.615,regular,0.102407778,canned,234.33,out017,2007,medium,tier 2,supermarket type1,3961.51
drm59,5.88,low fat,0.0036067259999999998,hard drinks,154.1998,out018,2009,medium,tier 3,supermarket type2,1384.1982
fdj34,11.8,regular,0.093801337,snack foods,126.0704,out049,1999,medium,tier 1,supermarket type1,1251.704
fdp60,17.35,low fat,0.0,baking goods,101.9016,out013,1987,high,tier 3,supermarket type1,1821.6288
fdi07,12.35,regular,0.033760862,meat,196.9426,out046,1997,small,tier 1,supermarket type1,5141.3076
fdv07,12.857645184135976,low fat,0.031131455,fruits and vegetables,111.0228,out027,1985,medium,tier 3,supermarket type3,3205.1612
fdh41,9.0,low fat,0.082177842,frozen foods,214.1534,out045,2002,medium,tier 2,supermarket type1,1720.4272
ncb31,6.235,low fat,0.118858866,household,263.291,out049,1999,medium,tier 1,supermarket type1,3418.883
fdw34,9.6,low fat,0.0,snack foods,244.817,out035,2004,small,tier 2,supermarket type1,4374.306
fdx45,16.75,low fat,0.105448901,snack foods,156.16299999999998,out017,2007,medium,tier 2,supermarket type1,782.315
fdh14,17.1,regular,0.046881328,canned,141.3838,out049,1999,medium,tier 1,supermarket type1,1685.8056
fdf26,6.825,regular,0.078057026,canned,154.5998,out010,1998,medium,tier 3,grocery store,153.7998
fdu24,6.78,regular,0.140955857,baking goods,92.212,out017,2007,medium,tier 2,supermarket type1,4101.3279999999995
fdx11,16.0,regular,0.107186944,baking goods,181.9634,out018,2009,medium,tier 3,supermarket type2,3453.5046
fdf35,15.0,low fat,0.15396020900000001,starchy foods,105.9938,out035,2004,small,tier 2,supermarket type1,1179.1318
ncc43,7.39,low fat,0.093160853,household,251.3066,out018,2009,medium,tier 3,supermarket type2,1004.0264
fdg29,17.6,low fat,0.05629192,frozen foods,42.5454,out046,1997,small,tier 1,supermarket type1,419.454
fds44,12.65,regular,0.15604396,fruits and vegetables,239.6538,out046,1997,small,tier 1,supermarket type1,3845.6608
fdz10,17.85,low fat,0.044463490999999994,snack foods,127.102,out046,1997,small,tier 1,supermarket type1,2024.0320000000002
fdc52,11.15,regular,0.00827301,dairy,150.4708,out013,1987,high,tier 3,supermarket type1,1956.1204
drl35,15.7,low fat,0.030697825,hard drinks,42.876999999999995,out035,2004,small,tier 2,supermarket type1,1168.479
ncp55,14.65,low fat,0.0,others,56.4614,out010,1998,medium,tier 3,grocery store,55.2614
fdv38,12.857645184135976,low fat,0.101281,dairy,55.0956,out027,1985,medium,tier 3,supermarket type3,2020.0372
fdl44,18.25,low fat,0.012300013,fruits and vegetables,160.4894,out045,2002,medium,tier 2,supermarket type1,3073.9986
fdz47,20.7,regular,0.0,baking goods,98.7042,out017,2007,medium,tier 2,supermarket type1,1884.8798
fdt45,15.85,low fat,0.057313443,snack foods,53.3956,out046,1997,small,tier 1,supermarket type1,1364.89
fdn23,6.575,regular,0.075625152,breads,145.7444,out049,1999,medium,tier 1,supermarket type1,3193.1768
ncp43,17.75,low fat,0.030568919,others,177.86599999999999,out045,2002,medium,tier 2,supermarket type1,2336.958
drj24,12.857645184135976,low fat,0.19842484100000002,soft drinks,185.2924,out019,1985,small,tier 1,grocery store,370.1848
fda02,12.857645184135976,regular,0.029578726,dairy,143.5786,out027,1985,medium,tier 3,supermarket type3,3756.4436
fdh33,12.857645184135976,lf,0.213125482,snack foods,44.9428,out019,1985,small,tier 1,grocery store,175.7712
fdf56,16.7,regular,0.120137953,fruits and vegetables,181.2976,out017,2007,medium,tier 2,supermarket type1,3078.6592
ncn26,10.85,low fat,0.028679893999999997,household,115.1808,out046,1997,small,tier 1,supermarket type1,2109.2544
fdd22,10.0,low fat,0.09980462300000001,snack foods,113.7544,out049,1999,medium,tier 1,supermarket type1,3243.7776
fdu15,13.65,regular,0.044526443,meat,37.9532,out010,1998,medium,tier 3,grocery store,71.9064
fdb41,19.0,regular,0.162882227,frozen foods,46.8718,out010,1998,medium,tier 3,grocery store,189.0872
fdz35,9.6,regular,0.022404492999999998,breads,102.499,out017,2007,medium,tier 2,supermarket type1,2579.975
fdt60,12.0,low fat,0.075975642,baking goods,124.1388,out017,2007,medium,tier 2,supermarket type1,1486.0656
fde51,5.925,regular,0.09644909,dairy,43.8086,out035,2004,small,tier 2,supermarket type1,312.2602
ncq06,13.0,low fat,0.041816615,household,254.5014,out035,2004,small,tier 2,supermarket type1,4845.0266
fds28,8.18,regular,0.08286768900000001,frozen foods,58.5588,out017,2007,medium,tier 2,supermarket type1,171.7764
fdh32,12.8,low fat,0.076214289,fruits and vegetables,96.541,out045,2002,medium,tier 2,supermarket type1,1834.279
fdw37,19.2,low fat,0.12430196800000001,canned,89.7488,out045,2002,medium,tier 2,supermarket type1,2082.6224
fdy33,14.5,regular,0.09720112800000001,snack foods,159.4262,out046,1997,small,tier 1,supermarket type1,2705.1454
fdf17,5.19,low fat,0.042861968,frozen foods,196.81099999999998,out017,2007,medium,tier 2,supermarket type1,3731.809
fdg56,13.3,regular,0.0713931,fruits and vegetables,61.0536,out013,1987,high,tier 3,supermarket type1,1592.5936
ncb18,19.6,low fat,0.041256807,household,88.8514,out013,1987,high,tier 3,supermarket type1,2125.2336
fdu14,17.75,low fat,0.034746076,dairy,248.275,out035,2004,small,tier 2,supermarket type1,998.7
fdu22,12.35,low fat,0.093441604,snack foods,119.1124,out049,1999,medium,tier 1,supermarket type1,3673.8844
ncv41,14.35,low fat,0.017024598000000002,health and hygiene,109.8228,out013,1987,high,tier 3,supermarket type1,2099.9332
fdy52,6.365,low fat,0.007363189,frozen foods,63.2536,out045,2002,medium,tier 2,supermarket type1,1225.072
drg48,12.857645184135976,low fat,0.014484582,soft drinks,143.9102,out027,1985,medium,tier 3,supermarket type3,3062.0142
fdu01,12.857645184135976,regular,0.011937183,canned,184.7924,out027,1985,medium,tier 3,supermarket type3,4442.2176
ncp53,14.75,low fat,0.032862976,health and hygiene,238.6906,out013,1987,high,tier 3,supermarket type1,4278.4308
fdc17,12.15,low fat,0.015484763,frozen foods,211.9928,out049,1999,medium,tier 1,supermarket type1,631.1784
ncz30,6.59,low fat,0.026163192000000002,household,121.5098,out013,1987,high,tier 3,supermarket type1,602.549
fdk03,12.6,regular,0.073920438,dairy,255.6356,out046,1997,small,tier 1,supermarket type1,2797.6916
fde08,12.857645184135976,low fat,0.08635240300000001,fruits and vegetables,149.8734,out019,1985,small,tier 1,grocery store,445.4202
ncm07,12.857645184135976,low fat,0.03976832,others,83.9908,out027,1985,medium,tier 3,supermarket type3,2348.9424
fdy35,12.857645184135976,regular,0.015950066000000002,breads,47.7402,out027,1985,medium,tier 3,supermarket type3,1975.4286
fds28,12.857645184135976,regular,0.082002559,frozen foods,59.2588,out027,1985,medium,tier 3,supermarket type3,1374.2112
fdi56,7.325,low fat,0.09330766800000001,fruits and vegetables,92.7146,out013,1987,high,tier 3,supermarket type1,2006.7212
fdr23,12.857645184135976,low fat,0.143199389,breads,175.83700000000002,out019,1985,small,tier 1,grocery store,352.874
fdf29,15.1,regular,0.019965179,frozen foods,130.531,out049,1999,medium,tier 1,supermarket type1,908.817
fda47,12.857645184135976,regular,0.11610879699999999,baking goods,164.12099999999998,out027,1985,medium,tier 3,supermarket type3,6035.477
fdi10,8.51,reg,0.07833908099999999,snack foods,172.9422,out013,1987,high,tier 3,supermarket type1,1379.5376
fdc45,12.857645184135976,low fat,0.237651344,fruits and vegetables,170.2106,out019,1985,small,tier 1,grocery store,171.1106
fda27,20.35,regular,0.031102571000000002,dairy,257.2672,out017,2007,medium,tier 2,supermarket type1,2045.3376
ncr41,17.85,low fat,0.018097419,health and hygiene,96.9094,out018,2009,medium,tier 3,supermarket type2,1332.9316
fdr09,18.25,low fat,0.078041216,snack foods,258.4962,out018,2009,medium,tier 3,supermarket type2,2848.9582
ncb06,17.6,low fat,0.08226356,health and hygiene,160.49200000000002,out013,1987,high,tier 3,supermarket type1,1278.336
fde53,10.895,low fat,0.026880159,frozen foods,106.428,out046,1997,small,tier 1,supermarket type1,1491.392
dre27,11.85,low fat,0.22206335100000002,dairy,99.6726,out010,1998,medium,tier 3,grocery store,195.7452
nca06,12.857645184135976,low fat,0.142589751,household,35.919000000000004,out027,1985,medium,tier 3,supermarket type3,585.904
fdl56,14.1,low fat,0.126292985,fruits and vegetables,88.6198,out018,2009,medium,tier 3,supermarket type2,1133.8574
fdt09,15.15,regular,0.012260981,snack foods,131.7284,out035,2004,small,tier 2,supermarket type1,1186.4556
drh03,17.25,low fat,0.05869048,dairy,91.61200000000001,out010,1998,medium,tier 3,grocery store,93.212
ncq53,17.6,low fat,0.018982338,health and hygiene,237.05900000000003,out018,2009,medium,tier 3,supermarket type2,2836.308
nct18,14.6,low fat,0.059405152,household,179.6976,out046,1997,small,tier 1,supermarket type1,3621.952
fdl43,10.1,low fat,0.027059264,meat,76.467,out035,2004,small,tier 2,supermarket type1,1761.0410000000002
fdj53,10.5,low fat,0.071244438,frozen foods,119.2098,out035,2004,small,tier 2,supermarket type1,1325.6078
ncq02,12.6,low fat,0.007455054,household,186.9556,out035,2004,small,tier 2,supermarket type1,3942.8676
ncj05,18.7,low fat,0.046088273,health and hygiene,153.6682,out046,1997,small,tier 1,supermarket type1,3506.7686
fdt40,5.985,lf,0.09618555599999999,frozen foods,127.1678,out018,2009,medium,tier 3,supermarket type2,3560.6984
fda48,12.1,low fat,0.11487406,baking goods,221.4114,out046,1997,small,tier 1,supermarket type1,5099.3622
fdv37,13.0,regular,0.08364371599999999,canned,196.0426,out049,1999,medium,tier 1,supermarket type1,2570.6538
fdx07,19.2,regular,0.022965292,fruits and vegetables,181.695,out045,2002,medium,tier 2,supermarket type1,2563.33
drg48,5.78,low fat,0.014584584,soft drinks,146.3102,out045,2002,medium,tier 2,supermarket type1,2187.153
fdf44,7.17,regular,0.059716729,fruits and vegetables,130.9968,out035,2004,small,tier 2,supermarket type1,2348.9424
fds24,20.85,regular,0.062224479000000006,baking goods,88.1514,out046,1997,small,tier 1,supermarket type1,1682.4766
ncq50,18.75,low fat,0.034360687,household,215.7218,out049,1999,medium,tier 1,supermarket type1,4274.436
fdt25,7.5,low fat,0.050708743,canned,123.4072,out013,1987,high,tier 3,supermarket type1,3185.1872
fdo03,10.395,regular,0.036957777000000004,meat,230.5352,out045,2002,medium,tier 2,supermarket type1,4580.704000000001
fdj55,12.8,regular,0.023530952999999997,meat,223.5404,out046,1997,small,tier 1,supermarket type1,1800.3232
fdm36,11.65,regular,0.058681957,baking goods,170.4422,out013,1987,high,tier 3,supermarket type1,517.3266
fdm21,20.2,low fat,0.064728148,snack foods,258.0646,out017,2007,medium,tier 2,supermarket type1,5668.6212
fdk58,11.35,regular,0.0,snack foods,103.0016,out035,2004,small,tier 2,supermarket type1,2125.2336
fdd26,8.71,regular,0.12077345099999999,canned,186.5924,out010,1998,medium,tier 3,grocery store,555.2772
fdw57,8.31,regular,0.11591197199999999,snack foods,177.3028,out045,2002,medium,tier 2,supermarket type1,1948.1308
fdt32,19.0,regular,0.10985775,fruits and vegetables,188.8214,out010,1998,medium,tier 3,grocery store,188.4214
fdt25,7.5,low fat,0.05085390099999999,canned,121.7072,out045,2002,medium,tier 2,supermarket type1,367.5216
ncb19,6.525,low fat,0.090295708,household,84.6882,out046,1997,small,tier 1,supermarket type1,601.2174
fdd05,12.857645184135976,low fat,0.029084547999999998,frozen foods,122.0098,out019,1985,small,tier 1,grocery store,361.5294
nce54,12.857645184135976,low fat,0.026769592000000002,household,77.0354,out027,1985,medium,tier 3,supermarket type3,2332.2974
fdo39,6.985,regular,0.137580452,meat,182.8608,out049,1999,medium,tier 1,supermarket type1,4042.7376
ncv06,11.3,low fat,0.066816565,household,192.2478,out045,2002,medium,tier 2,supermarket type1,1356.2346
drb13,6.115,regular,0.01179078,soft drinks,189.053,out010,1998,medium,tier 3,grocery store,948.765
fdx51,9.5,regular,0.036921781,meat,194.2452,out010,1998,medium,tier 3,grocery store,782.9808
fdc38,15.7,low fat,0.12274238900000001,canned,134.2942,out045,2002,medium,tier 2,supermarket type1,1192.4478
fdd04,16.0,low fat,0.089971292,dairy,143.2154,out046,1997,small,tier 1,supermarket type1,1701.7848
fdc05,13.1,regular,0.09918699199999999,frozen foods,198.7768,out018,2009,medium,tier 3,supermarket type2,3153.2288
drj59,12.857645184135976,low fat,0.0,hard drinks,39.0164,out027,1985,medium,tier 3,supermarket type3,1042.6428
fdl22,16.85,low fat,0.036596012000000004,snack foods,90.6488,out017,2007,medium,tier 2,supermarket type1,633.8416
drh13,12.857645184135976,low fat,0.041821227,soft drinks,107.62799999999999,out019,1985,small,tier 1,grocery store,213.05599999999998
fdv22,14.85,regular,0.016635488,snack foods,157.563,out010,1998,medium,tier 3,grocery store,312.926
fdp07,18.2,low fat,0.090084098,fruits and vegetables,197.21099999999998,out045,2002,medium,tier 2,supermarket type1,3142.5759999999996
fdk27,11.0,low fat,0.008960445,meat,119.1756,out049,1999,medium,tier 1,supermarket type1,1696.4584
fdp31,21.1,regular,0.162418495,fruits and vegetables,64.9168,out017,2007,medium,tier 2,supermarket type1,639.168
nci54,15.2,low fat,0.056237906,household,110.7912,out010,1998,medium,tier 3,grocery store,109.1912
drk35,12.857645184135976,low fat,0.071498575,hard drinks,37.7506,out027,1985,medium,tier 3,supermarket type3,796.9626
nco07,9.06,low fat,0.009791467,others,213.25599999999997,out049,1999,medium,tier 1,supermarket type1,4687.232
fdn31,11.5,low fat,0.072820885,fruits and vegetables,191.253,out013,1987,high,tier 3,supermarket type1,3036.048
nco02,11.15,low fat,0.07335428599999999,others,66.8142,out035,2004,small,tier 2,supermarket type1,2372.9112
fdq26,13.5,regular,0.068010049,dairy,57.2562,out045,2002,medium,tier 2,supermarket type1,770.3306
fdq07,15.1,regular,0.087406863,fruits and vegetables,221.8456,out046,1997,small,tier 1,supermarket type1,663.1368
fdb49,8.3,regular,0.030198227999999997,baking goods,98.2384,out049,1999,medium,tier 1,supermarket type1,2167.8448
fdy44,14.15,regular,0.024442501000000002,fruits and vegetables,196.41099999999997,out049,1999,medium,tier 1,supermarket type1,2749.7540000000004
nci54,12.857645184135976,low fat,0.033436336000000004,household,107.3912,out027,1985,medium,tier 3,supermarket type3,3057.3536
fdv44,8.365,regular,0.039844429,fruits and vegetables,190.1188,out046,1997,small,tier 1,supermarket type1,1904.1879999999999
fdi48,11.85,regular,0.055805027,baking goods,53.0666,out049,1999,medium,tier 1,supermarket type1,512.6659999999999
ncl05,19.6,low fat,0.04788860599999999,health and hygiene,42.277,out035,2004,small,tier 2,supermarket type1,605.878
fdt32,19.0,regular,0.065735977,fruits and vegetables,189.6214,out049,1999,medium,tier 1,supermarket type1,2826.321
fdm10,18.25,low fat,0.07608971099999999,snack foods,212.9218,out049,1999,medium,tier 1,supermarket type1,3846.9924
fds21,19.85,regular,0.020908608000000002,snack foods,63.5194,out049,1999,medium,tier 1,supermarket type1,557.2746
fdd11,12.85,low fat,0.030678825,starchy foods,251.704,out045,2002,medium,tier 2,supermarket type1,3542.0559999999996
fdl04,12.857645184135976,low fat,0.111381428,frozen foods,106.7622,out027,1985,medium,tier 3,supermarket type3,2964.1416
fdo58,19.6,low fat,0.039738393,snack foods,163.7526,out018,2009,medium,tier 3,supermarket type2,2960.1468
fdq08,15.7,regular,0.01903743,fruits and vegetables,60.5536,out017,2007,medium,tier 2,supermarket type1,490.0288
fdt28,13.3,low fat,0.06356617,frozen foods,151.3708,out046,1997,small,tier 1,supermarket type1,3611.2992
fdt22,10.395,low fat,0.11255385300000001,snack foods,59.022,out018,2009,medium,tier 3,supermarket type2,1378.2060000000001
fdb58,10.5,regular,0.013493914,snack foods,143.7154,out035,2004,small,tier 2,supermarket type1,3119.9388
fdn45,19.35,low fat,0.11810276900000001,snack foods,224.8088,out046,1997,small,tier 1,supermarket type1,2013.3792
fdz45,14.1,low fat,0.06682033,snack foods,198.9084,out013,1987,high,tier 3,supermarket type1,4761.8016
fdj38,8.6,regular,0.040205535,canned,188.753,out046,1997,small,tier 1,supermarket type1,7590.12
nct06,17.1,low fat,0.038816115,household,166.4842,out045,2002,medium,tier 2,supermarket type1,1326.2736
fdu21,12.857645184135976,regular,0.076348933,snack foods,32.8558,out027,1985,medium,tier 3,supermarket type3,713.0718
ncp30,20.5,low fat,0.032819637,household,38.9822,out049,1999,medium,tier 1,supermarket type1,982.055
fdr27,15.1,regular,0.09624984199999999,meat,134.4942,out049,1999,medium,tier 1,supermarket type1,2119.9072
fdw39,6.69,regular,0.0,meat,176.937,out017,2007,medium,tier 2,supermarket type1,4234.488
drz24,12.857645184135976,low fat,0.0,soft drinks,121.044,out027,1985,medium,tier 3,supermarket type3,2396.88
fdk21,7.905,low fat,0.010003986999999999,snack foods,250.7408,out013,1987,high,tier 3,supermarket type1,5757.8384
fdj04,18.0,low fat,0.12445204800000001,frozen foods,118.5124,out046,1997,small,tier 1,supermarket type1,1303.6364
fdz13,7.84,regular,0.154363209,canned,50.835,out017,2007,medium,tier 2,supermarket type1,599.22
fds16,15.15,regular,0.066551268,frozen foods,144.67600000000002,out017,2007,medium,tier 2,supermarket type1,3954.8520000000003
fdd56,15.2,regular,0.17370354899999998,fruits and vegetables,175.8054,out010,1998,medium,tier 3,grocery store,1050.6324
fdi57,19.85,low fat,0.054025644000000005,seafood,197.2768,out046,1997,small,tier 1,supermarket type1,6503.5344
fdq12,12.857645184135976,low fat,0.03523927,baking goods,231.601,out027,1985,medium,tier 3,supermarket type3,5972.226
